K_budget,K_pct,method,coefficient,variance,mse,rmse,random_variance,rel_efficiency,efficiency_gain_pct
30,10.0,Adaptive Hybrid,3,2.042726160310009,2.0415839003981664,1.4288400541691735,2.0421155807568425,0.999701095739101,-0.029890426089895783
30,10.0,Adaptive Hybrid,4,2.3549275150374895,2.384765229836574,1.5442685096305544,2.3549606266727023,1.0000140605751138,0.0014060575113772344
30,10.0,Adaptive Hybrid,5,2.147565275671539,2.1448569864945912,1.46453302676812,2.1474367914656343,0.9999401721533867,-0.005982784661329177
30,10.0,Balanced,0,2.7546545714765824,2.826284763088957,1.681155781921758,4.245868390373706,1.5413433082819474,54.13433082819474
30,10.0,Balanced,1,2.8019204175306305,2.7740811141197694,1.6655572983598521,2.8021276261622474,1.0000739523615019,0.007395236150187223
30,10.0,Balanced,2,2.0062291014299447,1.9912629673631057,1.4111211738766822,2.005968740868112,0.9998702239132873,-0.012977608671271845
30,10.0,Balanced,3,2.0426369326998928,2.041496062406136,1.4288093163211584,2.0421155807568425,0.9997447652420731,-0.0255234757926881
30,10.0,Balanced,4,2.354858878377361,2.3847312187144754,1.5442574975419336,2.3549606266727023,1.0000432078101475,0.004320781014754971
30,10.0,Balanced,5,2.1477467344140564,2.1450462326214232,1.464597635059344,2.1474367914656343,0.9998556892470347,-0.014431075296528206
30,10.0,Deterministic A-opt,0,2.7365736570105947,2.7729596774946907,1.6652206092571311,4.245868390373706,1.5515271732213665,55.152717322136645
30,10.0,Deterministic A-opt,1,2.8015658108723502,2.773728979922932,1.6654515843827258,2.8021276261622474,1.0002005361743482,0.020053617434823146
30,10.0,Deterministic A-opt,2,2.0062450427117273,1.991287379308024,1.4111298236902314,2.005968740868112,0.9998622791145981,-0.013772088540187077
30,10.0,Deterministic A-opt,3,2.042691597211237,2.0415696670193664,1.4288350734144815,2.0421155807568425,0.9997180110520938,-0.028198894790620876
30,10.0,Deterministic A-opt,4,2.354764665382254,2.3846352950331893,1.5442264390409812,2.3549606266727023,1.0000832190551052,0.008321905510522143
30,10.0,Deterministic A-opt,5,2.147493595639971,2.1447886714816957,1.4645097034440215,2.1474367914656343,0.9999735486175828,-0.0026451382417191915
30,10.0,Random,0,4.245868390373706,4.402814472045381,2.098288462544028,4.245868390373706,1.0,0.0
30,10.0,Random,1,2.8021276261622474,2.7742790074682757,1.6656167048478698,2.8021276261622474,1.0,0.0
30,10.0,Random,2,2.005968740868112,1.9910393402004045,1.4110419342458977,2.005968740868112,1.0,0.0
30,10.0,Random,3,2.0421155807568425,2.0410834931873625,1.4286649338411588,2.0421155807568425,1.0,0.0
30,10.0,Random,4,2.3549606266727023,2.3848614351316453,1.5442996584638764,2.3549606266727023,1.0,0.0
30,10.0,Random,5,2.1474367914656343,2.1448146809380457,1.464518583336533,2.1474367914656343,1.0,0.0
45,15.0,Adaptive Hybrid,0,1.8287825801373934,2.027155109971526,1.4237819741700364,2.550948252860949,1.3948887530792755,39.48887530792755
45,15.0,Adaptive Hybrid,1,2.1621333939047456,2.140559838957698,1.4630652203362973,2.161843246972194,0.999865805258191,-0.01341947418089795
45,15.0,Adaptive Hybrid,2,1.7884034016864843,1.792516301987306,1.3388488719744682,1.787965609565596,0.9997552050502279,-0.024479494977214244
45,15.0,Adaptive Hybrid,3,2.179361953376674,2.1696449976700816,1.472971485694846,2.179584449482605,1.0001020923144897,0.010209231448965461
45,15.0,Adaptive Hybrid,4,2.0651659875168806,2.044518542594788,1.4298666170642589,2.065772894007803,1.000293877826088,0.029387782608791824
45,15.0,Adaptive Hybrid,5,2.6786918346813637,2.677026328206401,1.6361620727196926,2.6787895206195493,1.0000364677776372,0.003646777763721687
45,15.0,Balanced,0,1.8260904677997516,2.024937823060764,1.4230031001585217,2.550948252860949,1.3969451666513408,39.69451666513408
45,15.0,Balanced,1,2.1617709009361685,2.1402003420738076,1.4629423577413458,2.161843246972194,1.0000334660976304,0.0033466097630441283
45,15.0,Balanced,2,1.7883426611513684,1.7924603991869323,1.338827994623257,1.787965609565596,0.9997891614431824,-0.0210838556817583
45,15.0,Balanced,3,2.179192527886864,2.169518284230841,1.472928472204554,2.179584449482605,1.0001798471639038,0.01798471639038457
45,15.0,Balanced,4,2.065026528420344,2.0443807756244197,1.4298184414898347,2.065772894007803,1.0003614314766358,0.036143147663580955
45,15.0,Balanced,5,2.678731877156586,2.6770840147515518,1.6361797012405306,2.6787895206195493,1.0000215189371713,0.002151893717128317
45,15.0,Deterministic A-opt,0,1.8277463969678989,1.98500772974447,1.4089030235415316,2.550948252860949,1.3956795412606424,39.567954126064244
45,15.0,Deterministic A-opt,1,2.162050278275374,2.14047809811957,1.4630372852800335,2.161843246972194,0.9999042430672125,-0.009575693278751629
45,15.0,Deterministic A-opt,2,1.7884193917036946,1.7925252257356579,1.3388522045900577,1.787965609565596,0.9997462663734225,-0.025373362657754583
45,15.0,Deterministic A-opt,3,2.179258677009624,2.169555309382042,1.4729410407012367,2.179584449482605,1.0001494877484798,0.014948774847978186
45,15.0,Deterministic A-opt,4,2.0652070099783573,2.04455919610855,1.4298808328348729,2.065772894007803,1.0002740083811024,0.027400838110236414
45,15.0,Deterministic A-opt,5,2.6786607223771663,2.676993122303139,1.6361519251900598,2.6787895206195493,1.000048083074242,0.0048083074241978
45,15.0,Random,0,2.550948252860949,2.706803731234467,1.6452366793973647,2.550948252860949,1.0,0.0
45,15.0,Random,1,2.161843246972194,2.140273769513212,1.462967453333536,2.161843246972194,1.0,0.0
45,15.0,Random,2,1.787965609565596,1.7921607293698198,1.3387160749650464,1.787965609565596,1.0,0.0
45,15.0,Random,3,2.179584449482605,2.1699067156394456,1.473060323150225,2.179584449482605,1.0,0.0
45,15.0,Random,4,2.065772894007803,2.04511983252481,1.4300768624534872,2.065772894007803,1.0,0.0
45,15.0,Random,5,2.6787895206195493,2.677076355987377,1.6361773607978376,2.6787895206195493,1.0,0.0
60,20.0,Adaptive Hybrid,0,2.276687158368074,3.0138623533007705,1.7360479121558743,2.614908979520204,1.1485587599987022,14.855875999870216
60,20.0,Adaptive Hybrid,1,2.442161796881713,2.4470454926017875,1.564303516777287,2.4419301647011027,0.9999051528113714,-0.009484718862862174
60,20.0,Adaptive Hybrid,2,2.127174666941457,2.109134096693687,1.4522858178381026,2.1268256676240753,0.9998359329288726,-0.016406707112737173
60,20.0,Adaptive Hybrid,3,2.103428519650557,2.1371025038277263,1.4618832045781653,2.1034355640487297,1.0000033490076354,0.0003349007635433665
60,20.0,Adaptive Hybrid,4,2.19807147935962,2.183945480405566,1.477817810288388,2.19763983887257,0.9998036276385445,-0.01963723614555324
60,20.0,Adaptive Hybrid,5,2.071506409146555,2.0566156254415753,1.4340905220527662,2.0719742854641208,1.000225862838512,0.022586283851189215
60,20.0,Balanced,0,2.2755915078284152,3.010151561550277,1.7349788360525547,2.614908979520204,1.1491117674347437,14.911176743474375
60,20.0,Balanced,1,2.4421755223766253,2.4470305876874203,1.5642987526963705,2.4419301647011027,0.9998995331526033,-0.010046684739672962
60,20.0,Balanced,2,2.1271724289107534,2.109143105453212,1.452288919414182,2.1268256676240753,0.9998369848715764,-0.016301512842364918
60,20.0,Balanced,3,2.1031785041643025,2.136797926468934,1.4617790279207505,2.1034355640487297,1.000122224473062,0.01222244730620936
60,20.0,Balanced,4,2.1979508614613668,2.183827757873604,1.477777979898741,2.19763983887257,0.9998584942938216,-0.014150570617843528
60,20.0,Balanced,5,2.0715007560596588,2.0566063103795322,1.4340872743245203,2.0719742854641208,1.0002285924362213,0.022859243622130876
60,20.0,Deterministic A-opt,0,2.276390349667704,2.944260453314414,1.7158847435985944,2.614908979520204,1.1487085156119712,14.870851561197117
60,20.0,Deterministic A-opt,1,2.4421052470786195,2.4469736809855664,1.564280563385471,2.4419301647011027,0.9999283067845965,-0.007169321540345663
60,20.0,Deterministic A-opt,2,2.1271686102704974,2.1091217412589085,1.4522815640429056,2.1268256676240753,0.9998387797540983,-0.016122024590170536
60,20.0,Deterministic A-opt,3,2.1034722127552534,2.1371662475016726,1.4619050063193821,2.1034355640487297,0.9999825770427099,-0.0017422957290125218
60,20.0,Deterministic A-opt,4,2.198144966707685,2.184017921059612,1.4778423194169301,2.19763983887257,0.9997702026741796,-0.022979732582040224
60,20.0,Deterministic A-opt,5,2.0716735681138974,2.0567914460196395,1.4341518211192423,2.0719742854641208,1.000145156724907,0.014515672490689191
60,20.0,Random,0,2.614908979520204,3.3807480127611065,1.8386810524833028,2.614908979520204,1.0,0.0
60,20.0,Random,1,2.4419301647011027,2.446798011122028,1.5642244120080815,2.4419301647011027,1.0,0.0
60,20.0,Random,2,2.1268256676240753,2.108803728485156,1.4521720726157614,2.1268256676240753,1.0,0.0
60,20.0,Random,3,2.1034355640487297,2.1371071707016993,1.4618848007629395,2.1034355640487297,1.0,0.0
60,20.0,Random,4,2.19763983887257,2.1835346068839048,1.4776787901583703,2.19763983887257,1.0,0.0
60,20.0,Random,5,2.0719742854641208,2.057075403382305,1.4342508160647165,2.0719742854641208,1.0,0.0
90,30.0,Adaptive Hybrid,0,2.0898640269290434,2.28842785205174,1.5127550535535288,2.2995291639862914,1.1003247744138365,10.032477441383648
90,30.0,Adaptive Hybrid,1,1.9519296842545761,1.934432939181714,1.3908389335871045,1.9517372264023032,0.9999014012370294,-0.00985987629705809
90,30.0,Adaptive Hybrid,2,1.9643822583517292,2.1211486052532917,1.4564163571085336,1.964396297779605,1.0000071469938279,0.0007146993827866766
90,30.0,Adaptive Hybrid,3,1.9781297333998147,2.0194128442370682,1.4210604646661127,1.9784829697337292,1.0001785708631492,0.017857086314920778
90,30.0,Adaptive Hybrid,4,2.526145590312341,2.5022623342636776,1.5818540812172524,2.5258329965597177,0.9998762566362676,-0.012374336373244255
90,30.0,Adaptive Hybrid,5,2.1064006104680737,2.088877278734491,1.445294876049345,2.1053845636185424,0.9995176383616289,-0.048236163837112045
90,30.0,Balanced,0,2.083491033625783,2.280563770804395,1.5101535586834853,2.2995291639862914,1.1036904536059122,10.369045360591223
90,30.0,Balanced,1,1.951711953338826,1.9342140928477436,1.390760257142741,1.9517372264023032,1.0000129491769694,0.0012949176969367926
90,30.0,Balanced,2,1.964408394940153,2.1211249491053477,1.4564082357310906,1.964396297779605,0.9999938418301515,-0.0006158169848502482
90,30.0,Balanced,3,1.9783056224665474,2.0196234395633663,1.4211345606814882,1.9784829697337292,1.000089646041121,0.008964604112104979
90,30.0,Balanced,4,2.5264308584417647,2.5025489643516634,1.5819446780313349,2.5258329965597177,0.9997633571169979,-0.023664288300206948
90,30.0,Balanced,5,2.1064690533890795,2.0889511346299994,1.4453204262826977,2.1053845636185424,0.9994851622582386,-0.05148377417614203
90,30.0,Deterministic A-opt,0,2.088468426950413,2.2594342713853037,1.5031414675223698,2.2995291639862914,1.1010600564089301,10.106005640893013
90,30.0,Deterministic A-opt,1,1.9519231577510525,1.934427404655945,1.390836943949917,1.9517372264023032,0.9999047445346345,-0.009525546536548468
90,30.0,Deterministic A-opt,2,1.9644044241972314,2.1211773979568678,1.456426241852593,1.964396297779605,0.999995863164669,-0.0004136835330958988
90,30.0,Deterministic A-opt,3,1.9780833232134996,2.01936920767228,1.4210451110616722,1.9784829697337292,1.0002020372526979,0.02020372526978509
90,30.0,Deterministic A-opt,4,2.526068448052579,2.502183503941599,1.581829163955956,2.5258329965597177,0.9999067913250558,-0.009320867494422291
90,30.0,Deterministic A-opt,5,2.106281653065608,2.0887541960380345,1.445252294943009,2.1053845636185424,0.9995740885622966,-0.04259114377034301
90,30.0,Random,0,2.2995291639862914,2.5070671453771554,1.5833720805221858,2.2995291639862914,1.0,0.0
90,30.0,Random,1,1.9517372264023032,1.9342410464658866,1.3907699473550206,1.9517372264023032,1.0,0.0
90,30.0,Random,2,1.964396297779605,2.1211008282150896,1.4563999547566218,1.964396297779605,1.0,0.0
90,30.0,Random,3,1.9784829697337292,2.0197317096925356,1.4211726530202218,1.9784829697337292,1.0,0.0
90,30.0,Random,4,2.5258329965597177,2.5019691772168153,1.5817614160222822,2.5258329965597177,1.0,0.0
90,30.0,Random,5,2.1053845636185424,2.087880267428888,1.444949918657698,2.1053845636185424,1.0,0.0
120,40.0,Adaptive Hybrid,0,2.6413229136501695,2.727635006855903,1.6515553296380667,2.7417985170200274,1.0380398787481104,3.8039878748110434
120,40.0,Adaptive Hybrid,1,2.1512524498056638,2.1578725657420574,1.4689698995357452,2.1509642698441978,0.9998660408444894,-0.01339591555106212
120,40.0,Adaptive Hybrid,2,2.6213924813756395,2.59665919522095,1.6114152770843864,2.6212561095663127,0.9999479773401748,-0.00520226598251794
120,40.0,Adaptive Hybrid,3,2.928882319755425,2.929046385733402,1.7114457004922483,2.928996658958082,1.000039038510317,0.003903851031705763
120,40.0,Adaptive Hybrid,4,1.9688120337187274,1.9522080915352813,1.3972144042827792,1.9686194175571081,0.9999021663021556,-0.009783369784444051
120,40.0,Adaptive Hybrid,5,2.5802632525952234,2.5572130155517225,1.5991288301921527,2.5803279054451624,1.000025056687481,0.002505668748109535
120,40.0,Balanced,0,2.640306946656336,2.7271253147149035,1.6514010157181398,2.7417985170200274,1.0384393074040954,3.84393074040954
120,40.0,Balanced,1,2.1510882278145433,2.1577236987410346,1.4689192281201287,2.1509642698441978,0.9999423742974636,-0.005762570253642352
120,40.0,Balanced,2,2.6212927467937166,2.596560230707725,1.611384569464324,2.6212561095663127,0.9999860232217677,-0.001397677823233856
120,40.0,Balanced,3,2.9289169015617635,2.929077883305336,1.711454902504105,2.928996658958082,1.000027231020544,0.0027231020544027373
120,40.0,Balanced,4,1.968793944111631,1.952191802444649,1.397208575139964,1.9686194175571081,0.9999113535700144,-0.008864642998562822
120,40.0,Balanced,5,2.580209433843694,2.5571571802867137,1.5991113720709742,2.5803279054451624,1.0000459154981431,0.004591549814314533
120,40.0,Deterministic A-opt,0,2.64256575707452,2.713461313123708,1.6472587268318561,2.7417985170200274,1.037551671015129,3.7551671015128907
120,40.0,Deterministic A-opt,1,2.151285716741587,2.1578763832277037,1.4689711989102114,2.1509642698441978,0.9998505791699877,-0.014942083001234785
120,40.0,Deterministic A-opt,2,2.621354275704409,2.596620735593177,1.6114033435466049,2.6212561095663127,0.9999625513655266,-0.0037448634473413733
120,40.0,Deterministic A-opt,3,2.9289397832068156,2.92909821877988,1.7114608434842675,2.928996658958082,1.0000194185457798,0.0019418545779803509
120,40.0,Deterministic A-opt,4,1.968751577836598,1.9521443087542067,1.397191579116553,1.9686194175571081,0.9999328710229479,-0.0067128977052077765
120,40.0,Deterministic A-opt,5,2.5802802101996396,2.5572314812154295,1.599134603845289,2.5803279054451624,1.0000184845216944,0.0018484521694395184
120,40.0,Random,0,2.7417985170200274,2.8680146368558237,1.6935213718332058,2.7417985170200274,1.0,0.0
120,40.0,Random,1,2.1509642698441978,2.157578247995149,1.4688697178426509,2.1509642698441978,1.0,0.0
120,40.0,Random,2,2.6212561095663127,2.5965225605604187,1.6113728806705228,2.6212561095663127,1.0,0.0
120,40.0,Random,3,2.928996658958082,2.9291892435826528,1.7114874359990648,2.928996658958082,1.0,0.0
120,40.0,Random,4,1.9686194175571081,1.952011045068832,1.3971438884627567,1.9686194175571081,1.0,0.0
120,40.0,Random,5,2.5803279054451624,2.557281253936349,1.5991501661621241,2.5803279054451624,1.0,0.0
